PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
8517864,Formation of ligand and metabolite complexes as a means for selective quantitation of cytochrome P450 isozymes,"Roos PH, Golub-Ciosk B, Kallweit P, Kauczinski D, Hanstein WG.",Biochem Pharmacol. 1993 Jun 9;45(11):2239-50. doi: 10.1016/0006-2952(93)90195-3.,Roos PH,Biochem Pharmacol,1993,1993/6/9,,,10.1016/0006-2952(93)90195-3
8496170,"Sterol 27-hydroxylase in bile acid biosynthesis. Mechanism of oxidation of 5 beta-cholestane-3 alpha,7 alpha,12 alpha,27-tetrol into 3 alpha,7 alpha,12 alpha-trihydroxy-5 beta-cholestanoic acid","Holmberg-Betsholtz I, Lund E, Björkhem I, Wikvall K.",J Biol Chem. 1993 May 25;268(15):11079-85.,Holmberg-Betsholtz I,J Biol Chem,1993,1993/5/25,,,
7681543,In vivo genotoxicity of sodium ortho-phenylphenol: phenylbenzoquinone is one of the DNA-binding metabolite(s) of sodium ortho-phenylphenol,"Pathak DN, Roy D.",Mutat Res. 1993 Apr;286(2):309-19. doi: 10.1016/0027-5107(93)90196-m.,Pathak DN,Mutat Res,1993,1993/4/1,,,10.1016/0027-5107(93)90196-m
8454602,Formation of epoxyalcohols by a purified allene oxide synthase. Implications for the mechanism of allene oxide synthesis,"Song WC, Baertschi SW, Boeglin WE, Harris TM, Brash AR.",J Biol Chem. 1993 Mar 25;268(9):6293-8.,Song WC,J Biol Chem,1993,1993/3/25,,,
8444412,Formation of 7 alpha- and 7 beta-hydroxylated bile acid precursors from 27-hydroxycholesterol in human liver microsomes and mitochondria,"Shoda J, Toll A, Axelson M, Pieper F, Wikvall K, Sjövall J.",Hepatology. 1993 Mar;17(3):395-403.,Shoda J,Hepatology,1993,1993/3/1,,,
8382686,Superoxide-producing cytochrome b. Enzymatic and electron paramagnetic resonance properties of cytochrome b558 purified from neutrophils,"Isogai Y, Iizuka T, Makino R, Iyanagi T, Orii Y.",J Biol Chem. 1993 Feb 25;268(6):4025-31.,Isogai Y,J Biol Chem,1993,1993/2/25,,,
8442765,"Subcellular localization of cytochrome P450, and activities of several enzymes responsible for drug metabolism in the human brain","Ghersi-Egea JF, Perrin R, Leininger-Muller B, Grassiot MC, Jeandel C, Floquet J, Cuny G, Siest G, Minn A.",Biochem Pharmacol. 1993 Feb 9;45(3):647-58. doi: 10.1016/0006-2952(93)90139-n.,Ghersi-Egea JF,Biochem Pharmacol,1993,1993/2/9,,,10.1016/0006-2952(93)90139-n
8424815,Channel catfish liver monooxygenases. Immunological characterization of constitutive cytochromes P450 and the absence of active flavin-containing monooxygenases,"Schlenk D, Ronis MJ, Miranda CL, Buhler DR.",Biochem Pharmacol. 1993 Jan 7;45(1):217-21. doi: 10.1016/0006-2952(93)90395-d.,Schlenk D,Biochem Pharmacol,1993,1993/1/7,,,10.1016/0006-2952(93)90395-d
8447722,Microsomal N-oxygenation of adenine to adenine 1-N-oxide,"Clement B, Kunze T.",Arch Pharm (Weinheim). 1993 Jan;326(1):25-7. doi: 10.1002/ardp.19933260106.,Clement B,Arch Pharm (Weinheim),1993,1993/1/1,,,10.1002/ardp.19933260106
8380971,Purification and characterization of recombinant-expressed cytochrome P450 2C3 from Escherichia coli: 2C3 encodes the 6 beta-hydroxylase deficient form of P450 3b,"Richardson TH, Hsu MH, Kronbach T, Barnes HJ, Chan G, Waterman MR, Kemper B, Johnson EF.",Arch Biochem Biophys. 1993 Jan;300(1):510-6. doi: 10.1006/abbi.1993.1069.,Richardson TH,Arch Biochem Biophys,1993,1993/1/1,,,10.1006/abbi.1993.1069
8380376,Oxygen availability as a regulatory factor of androgen synthesis by adrenocortical cells,"Chabre O, Defaye G, Chambaz EM.",Endocrinology. 1993 Jan;132(1):255-60. doi: 10.1210/endo.132.1.8380376.,Chabre O,Endocrinology,1993,1993/1/1,,,10.1210/endo.132.1.8380376
1482679,Expression and regulation of cytochrome P-450I genes (CYP1A1 and CYP1A2) in the rat alimentary tract,"Traber PG, McDonnell WM, Wang W, Florence R.",Biochim Biophys Acta. 1992 Dec 29;1171(2):167-75. doi: 10.1016/0167-4781(92)90117-i.,Traber PG,Biochim Biophys Acta,1992,1992/12/29,,,10.1016/0167-4781(92)90117-i
1472093,Enzymatic basis for the non-linearity of hepatic elimination of propranolol in the isolated perfused rat liver,"Ishida R, Suzuki K, Masubuchi Y, Narimatsu S, Fujita S, Suzuki T.",Biochem Pharmacol. 1992 Dec 15;44(12):2281-8. doi: 10.1016/0006-2952(92)90670-e.,Ishida R,Biochem Pharmacol,1992,1992/12/15,,,10.1016/0006-2952(92)90670-e
1438282,High-level expression in Escherichia coli of enzymatically active fusion proteins containing the domains of mammalian cytochromes P450 and NADPH-P450 reductase flavoprotein,"Fisher CW, Shet MS, Caudle DL, Martin-Wixtrom CA, Estabrook RW.",Proc Natl Acad Sci U S A. 1992 Nov 15;89(22):10817-21. doi: 10.1073/pnas.89.22.10817.,Fisher CW,Proc Natl Acad Sci U S A,1992,1992/11/15,PMC50433,,10.1073/pnas.89.22.10817
1489934,The enzymatic formation and chemical reactivity of quinone methides correlate with alkylphenol-induced toxicity in rat hepatocytes,"Bolton JL, Valerio LG Jr, Thompson JA.",Chem Res Toxicol. 1992 Nov-Dec;5(6):816-22. doi: 10.1021/tx00030a014.,Bolton JL,Chem Res Toxicol,1992,1992/11/11,,,10.1021/tx00030a014
1430088,Frame shift by insertion of 2 basepairs in codon 394 of CYP11B1 causes congenital adrenal hyperplasia due to steroid 11 beta-hydroxylase deficiency,"Helmberg A, Ausserer B, Kofler R.",J Clin Endocrinol Metab. 1992 Nov;75(5):1278-81. doi: 10.1210/jcem.75.5.1430088.,Helmberg A,J Clin Endocrinol Metab,1992,1992/11/1,,,10.1210/jcem.75.5.1430088
1426869,Induction of cytochrome P450IA genes (CYP1A) by omeprazole in the human alimentary tract,"McDonnell WM, Scheiman JM, Traber PG.",Gastroenterology. 1992 Nov;103(5):1509-16. doi: 10.1016/0016-5085(92)91171-y.,McDonnell WM,Gastroenterology,1992,1992/11/1,,,10.1016/0016-5085(92)91171-y
1342665,[Genetic polymorphism and metabolism of tricyclic antidepressants],Samyn B.,Encephale. 1992 Nov-Dec;18(6):661-4.,Samyn B,Encephale,1992,1992/11/1,,,
1417988,Effects of interleukin 1 alpha on the activities and gene expressions of the cytochrome P450IID subfamily,"Kurokohchi K, Yoneyama H, Matsuo Y, Nishioka M, Ichikawa Y.",Biochem Pharmacol. 1992 Oct 20;44(8):1669-74. doi: 10.1016/0006-2952(92)90485-2.,Kurokohchi K,Biochem Pharmacol,1992,1992/10/20,,,10.1016/0006-2952(92)90485-2
1443429,Enzymatic production of acetaldehyde from ethanol in rat brain tissue,"Gill K, Menez JF, Lucas D, Deitrich RA.",Alcohol Clin Exp Res. 1992 Oct;16(5):910-5. doi: 10.1111/j.1530-0277.1992.tb01892.x.,Gill K,Alcohol Clin Exp Res,1992,1992/10/1,,,10.1111/j.1530-0277.1992.tb01892.x
1400829,Detection of the enzymatic activity of cytochrome P-450 enzymes by high-performance liquid chromatography,"Jansen EH, de Fluiter P.",J Chromatogr. 1992 Sep 16;580(1-2):325-46. doi: 10.1016/0378-4347(92)80541-w.,Jansen EH,J Chromatogr,1992,1992/9/16,,,10.1016/0378-4347(92)80541-w
1446164,Endogenous and exogenous factors modifying the activity of human liver cytochrome P-450 enzymes,"Wolff T, Strecker M.",Exp Toxicol Pathol. 1992 Sep;44(5):263-71. doi: 10.1016/S0940-2993(11)80241-1.,Wolff T,Exp Toxicol Pathol,1992,1992/9/1,,,10.1016/S0940-2993(11)80241-1
1633197,Highly homologous cytochromes P-450 and b5: a model to study protein-protein interactions in a reconstituted monooxygenase system,"Honkakoski P, Linnala-Kankkunen A, Usanov SA, Lang MA.",Biochim Biophys Acta. 1992 Jul 13;1122(1):6-14. doi: 10.1016/0167-4838(92)90120-3.,Honkakoski P,Biochim Biophys Acta,1992,1992/7/13,,,10.1016/0167-4838(92)90120-3
1354504,Enzymatic and chemical demethylenation of (methylenedioxy)amphetamine and (methylenedioxy)methamphetamine by rat brain microsomes,"Lin LY, Kumagai Y, Cho AK.",Chem Res Toxicol. 1992 May-Jun;5(3):401-6. doi: 10.1021/tx00027a013.,Lin LY,Chem Res Toxicol,1992,1992/5/1,,,10.1021/tx00027a013
1316854,Regulation of the cholesterol side-chain cleavage cytochrome P-450 and adrenodoxin mRNAs in cultured choriocarcinoma cells,"Ritvos O, Voutilainen R.",Mol Cell Endocrinol. 1992 Apr;84(3):195-202. doi: 10.1016/0303-7207(92)90030-a.,Ritvos O,Mol Cell Endocrinol,1992,1992/4/1,,,10.1016/0303-7207(92)90030-a
1611684,Mechanism of antioxidant action of pueraria glycoside (PG)-1 (an isoflavonoid) and mangiferin (a xanthonoid),"Sato T, Kawamoto A, Tamura A, Tatsumi Y, Fujii T.",Chem Pharm Bull (Tokyo). 1992 Mar;40(3):721-4. doi: 10.1248/cpb.40.721.,Sato T,Chem Pharm Bull (Tokyo),1992,1992/3/1,,,10.1248/cpb.40.721
1731635,"Further characterization of cytochrome P450 involved in phytoalexin synthesis in soybean: cytochrome P450 cinnamate 4-hydroxylase and 3,9-dihydroxypterocarpan 6a-hydroxylase","Kochs G, Werck-Reichhart D, Grisebach H.",Arch Biochem Biophys. 1992 Feb 14;293(1):187-94. doi: 10.1016/0003-9861(92)90383-8.,Kochs G,Arch Biochem Biophys,1992,1992/2/14,,,10.1016/0003-9861(92)90383-8
1606640,Enzymatic generation of alloxan radicals in rat liver microsomes: possible participation of reduced nicotinamide adenine dinucleotide phosphate (NADPH)-cytochrome P-450 reductase,"Sakurai K, Haga K, Ogiso T.",Chem Pharm Bull (Tokyo). 1992 Feb;40(2):432-5. doi: 10.1248/cpb.40.432.,Sakurai K,Chem Pharm Bull (Tokyo),1992,1992/2/1,,,10.1248/cpb.40.432
1944239,Inducible bilirubin-degrading system of rat liver microsomes: role of cytochrome P450IA1,"De Matteis F, Dawson SJ, Boobis AR, Comoglio A.",Mol Pharmacol. 1991 Nov;40(5):686-91.,De Matteis F,Mol Pharmacol,1991,1991/11/1,,,
1917992,Oxidation of deuterated compounds by high specific activity methane monooxygenase from Methylosinus trichosporium. Mechanistic implications,"Rataj MJ, Kauth JE, Donnelly MI.",J Biol Chem. 1991 Oct 5;266(28):18684-90.,Rataj MJ,J Biol Chem,1991,1991/10/5,,,
1714717,Effect of interleukin 6 on phenobarbital induction of cytochrome P-450IIB in cultured rat hepatocytes,"Williams JF, Bement WJ, Sinclair JF, Sinclair PR.",Biochem Biophys Res Commun. 1991 Aug 15;178(3):1049-55. doi: 10.1016/0006-291x(91)90998-m.,Williams JF,Biochem Biophys Res Commun,1991,1991/8/15,,,10.1016/0006-291x(91)90998-m
1872894,Modulation of rat hepatic cytochromes P450 by chronic methapyrilene treatment,"Wrighton SA, VandenBranden M, Brown TJ, Van Pelt CS, Thomas PE, Shipley LA.",Biochem Pharmacol. 1991 Aug 8;42(5):1093-7. doi: 10.1016/0006-2952(91)90293-e.,Wrighton SA,Biochem Pharmacol,1991,1991/8/8,,,10.1016/0006-2952(91)90293-e
1912327,"Enzymatic oxidation of ethyl carbamate to vinyl carbamate and its role as an intermediate in the formation of 1,N6-ethenoadenosine","Guengerich FP, Kim DH.",Chem Res Toxicol. 1991 Jul-Aug;4(4):413-21. doi: 10.1021/tx00022a003.,Guengerich FP,Chem Res Toxicol,1991,1991/7/1,,,10.1021/tx00022a003
1857341,Neuronal cytochrome P450IID1 (debrisoquine/sparteine-type): potent inhibition of activity by (-)-cocaine and nucleotide sequence identity to human hepatic P450 gene CYP2D6,"Tyndale RF, Sunahara R, Inaba T, Kalow W, Gonzalez FJ, Niznik HB.",Mol Pharmacol. 1991 Jul;40(1):63-8.,Tyndale RF,Mol Pharmacol,1991,1991/7/1,,,
1710636,Cyclosporine A metabolism by cytochrome P-450III occurs in microsomes from rat liver but not from normal epidermis or psoriatic lesions,"Duell E, Fischer V, Fisher G, Astrom A, Voorhees J.",J Invest Dermatol. 1991 Jun;96(6):827-31. doi: 10.1111/1523-1747.ep12474524.,Duell E,J Invest Dermatol,1991,1991/6/1,,,10.1111/1523-1747.ep12474524
2022736,A mutation in CYP11B1 (Arg-448----His) associated with steroid 11 beta-hydroxylase deficiency in Jews of Moroccan origin,"White PC, Dupont J, New MI, Leiberman E, Hochberg Z, Rösler A.",J Clin Invest. 1991 May;87(5):1664-7. doi: 10.1172/JCI115182.,White PC,J Clin Invest,1991,1991/5/1,PMC295260,,10.1172/JCI115182
1897935,Cytochrome b5-mediated redox cycling of estrogen,"Roy D, Strobel HW, Liehr JG.",Arch Biochem Biophys. 1991 Mar;285(2):331-8. doi: 10.1016/0003-9861(91)90368-s.,Roy D,Arch Biochem Biophys,1991,1991/3/1,,,10.1016/0003-9861(91)90368-s
1958544,Purification and properties of steroid 17 alpha-hydroxylase from calf testis,"Perrin A, Defaye G, Guidicelli C, Chambaz EM.",J Steroid Biochem Mol Biol. 1991;40(1-3):431-5. doi: 10.1016/0960-0760(91)90212-n.,Perrin A,J Steroid Biochem Mol Biol,1991,1991/1/1,,,10.1016/0960-0760(91)90212-n
1877395,The heterologous expression of the cytochromes P450: a new approach for the study of enzyme activities and regulation,"Estabrook RW, Mason JI, Simpson ER, Peterson JA, Waterman MR.",Adv Enzyme Regul. 1991;31:365-83. doi: 10.1016/0065-2571(91)90024-g.,Estabrook RW,Adv Enzyme Regul,1991,1991/1/1,,,10.1016/0065-2571(91)90024-g
1813990,The role of metabolism in chemical-induced pulmonary toxicity,"Smith BR, Brian WR.",Toxicol Pathol. 1991;19(4 Pt 1):470-81. doi: 10.1177/019262339101900415.,Smith BR,Toxicol Pathol,1991,1991/1/1,,,10.1177/019262339101900415
1811956,The effect of tetrahydrofuran on biological systems: does a hepatotoxic potential exist?,Moody DE.,Drug Chem Toxicol. 1991;14(4):319-42. doi: 10.3109/01480549109011637.,Moody DE,Drug Chem Toxicol,1991,1991/1/1,,,10.3109/01480549109011637
1778535,"Metabolism of digoxin, digoxigenin digitoxosides and digoxigenin in human hepatocytes and liver microsomes","Lacarelle B, Rahmani R, de Sousa G, Durand A, Placidi M, Cano JP.",Fundam Clin Pharmacol. 1991;5(7):567-82. doi: 10.1111/j.1472-8206.1991.tb00746.x.,Lacarelle B,Fundam Clin Pharmacol,1991,1991/1/1,,,10.1111/j.1472-8206.1991.tb00746.x
2256528,Influence of oral contraceptives on drug therapy,Teichmann AT.,Am J Obstet Gynecol. 1990 Dec;163(6 Pt 2):2208-13. doi: 10.1016/0002-9378(90)90563-m.,Teichmann AT,Am J Obstet Gynecol,1990,1990/12/1,,,10.1016/0002-9378(90)90563-m
2271619,Construction and expression of human/bovine P45017 alpha chimeric proteins: evidence for distinct tertiary structures in the same P450 from two different species,"Lorence MC, Trant JM, Clark BJ, Khyatt B, Mason JI, Estabrook RW, Waterman MR.",Biochemistry. 1990 Oct 23;29(42):9819-24. doi: 10.1021/bi00494a010.,Lorence MC,Biochemistry,1990,1990/10/23,,,10.1021/bi00494a010
2233694,"Stereoselective S-oxygenation of 2-aryl-1,3-dithiolanes by the flavin-containing and cytochrome P-450 monooxygenases","Cashman JR, Olsen LD.",Mol Pharmacol. 1990 Oct;38(4):573-85.,Cashman JR,Mol Pharmacol,1990,1990/10/1,,,
2390740,Hepatic effects of ketoconazole in the male Swiss Webster mouse: temporal changes in drug metabolic parameters,"Whitehouse LW, Pakuts AP, Paul CJ, Mueller RW, Thomas BH.",Can J Physiol Pharmacol. 1990 Aug;68(8):1136-42. doi: 10.1139/y90-170.,Whitehouse LW,Can J Physiol Pharmacol,1990,1990/8/1,,,10.1139/y90-170
2269230,The metabolic N-oxidation of carcinogenic arylamines in relation to nitrogen charge density and oxidation potential,"Kadlubar FF, Fu PP, Jung H, Shaikh AU, Beland FA.",Environ Health Perspect. 1990 Jul;87:233-6. doi: 10.1289/ehp.9087233.,Kadlubar FF,Environ Health Perspect,1990,1990/7/1,PMC1567845,,10.1289/ehp.9087233
2359402,P450IIB gene expression in rat small intestine: cloning of intestinal P450IIB1 mRNA using the polymerase chain reaction and transcriptional regulation of induction,"Traber PG, Wang W, McDonnell M, Gumucio JJ.",Mol Pharmacol. 1990 Jun;37(6):810-9.,Traber PG,Mol Pharmacol,1990,1990/6/1,,,
2208386,In vivo and in vitro metabolism of cannabidiol monomethyl ether and cannabidiol dimethyl ether in the guinea pig: on the formation mechanism of cannabielsoin-type metabolite from cannabidiol,"Gohda H, Narimatsu S, Yamamoto I, Yoshimura H.",Chem Pharm Bull (Tokyo). 1990 Jun;38(6):1697-701. doi: 10.1248/cpb.38.1697.,Gohda H,Chem Pharm Bull (Tokyo),1990,1990/6/1,,,10.1248/cpb.38.1697
1974200,Mexiletine metabolism in vitro by human liver,"Broly F, Libersa C, Lhermitte M.",Drug Metab Dispos. 1990 May-Jun;18(3):362-8.,Broly F,Drug Metab Dispos,1990,1990/5/1,,,
2318851,Cysteine conjugate S-oxidase. Characterization of a novel enzymatic activity in rat hepatic and renal microsomes,"Sausen PJ, Elfarra AA.",J Biol Chem. 1990 Apr 15;265(11):6139-45.,Sausen PJ,J Biol Chem,1990,1990/4/15,,,
2326261,Conversion of a 3-desoxysteroid to 3-desoxyestrogen by human placental aromatase,"Cole PA, Bean JM, Robinson CH.",Proc Natl Acad Sci U S A. 1990 Apr;87(8):2999-3003. doi: 10.1073/pnas.87.8.2999.,Cole PA,Proc Natl Acad Sci U S A,1990,1990/4/1,PMC53821,,10.1073/pnas.87.8.2999
2310418,Hepatic microsomal N-hydroxylation of adenine to 6-N-hydroxylaminopurine,"Clement B, Kunze T.",Biochem Pharmacol. 1990 Mar 1;39(5):925-33. doi: 10.1016/0006-2952(90)90209-4.,Clement B,Biochem Pharmacol,1990,1990/3/1,,,10.1016/0006-2952(90)90209-4
2306099,Evidence for the presence of distinct flavin-containing monooxygenases in human tissues,"Lemoine A, Johann M, Cresteil T.",Arch Biochem Biophys. 1990 Feb 1;276(2):336-42. doi: 10.1016/0003-9861(90)90729-i.,Lemoine A,Arch Biochem Biophys,1990,1990/2/1,,,10.1016/0003-9861(90)90729-i
2304456,"Enantioselective S-oxygenation of 2-aryl-1,3-dithiolanes by rabbit lung enzyme preparations","Cashman JR, Williams DE.",Mol Pharmacol. 1990 Feb;37(2):333-9.,Cashman JR,Mol Pharmacol,1990,1990/2/1,,,
2111227,Functional expression of microsomal and mitochondrial cytochrome P-450 (d and SCC) in COS-7 cells from cloned cDNA,"Minowa O, Sogawa K, Higashi Y, Fujii-Kuriyama Y.",Cell Struct Funct. 1990 Feb;15(1):21-30. doi: 10.1247/csf.15.21.,Minowa O,Cell Struct Funct,1990,1990/2/1,,,10.1247/csf.15.21
2350230,Possible role of the acetone-inducible cytochrome P-450IIE1 in the metabolism and hepatotoxicity of thiobenzamide,"Chieli E, Saviozzi M, Puccini P, Longo V, Gervasi PG.",Arch Toxicol. 1990;64(2):122-7. doi: 10.1007/BF01974397.,Chieli E,Arch Toxicol,1990,1990/1/1,,,10.1007/BF01974397
2332425,Conversion of cholesterol to pregnenolone mobilizes cytochrome P-450 in the inner membrane of adrenocortical mitochondria: protein rotation study,"Ohta Y, Mitani F, Ishimura Y, Yanagibashi K, Kawamura M, Kawato S.",J Biochem. 1990 Jan;107(1):97-104. doi: 10.1093/oxfordjournals.jbchem.a123020.,Ohta Y,J Biochem,1990,1990/1/1,,,10.1093/oxfordjournals.jbchem.a123020
2183970,Enzymatic oxidation of xenobiotic chemicals,Guengerich FP.,Crit Rev Biochem Mol Biol. 1990;25(2):97-153. doi: 10.3109/10409239009090607.,Guengerich FP,Crit Rev Biochem Mol Biol,1990,1990/1/1,,,10.3109/10409239009090607
2157552,Mechanism(s) for the metabolism of mitoxantrone: electron spin resonance and electrochemical studies,"Nguyen B, Gutierrez PL.",Chem Biol Interact. 1990;74(1-2):139-62. doi: 10.1016/0009-2797(90)90064-t.,Nguyen B,Chem Biol Interact,1990,1990/1/1,,,10.1016/0009-2797(90)90064-t
2134683,Mapping of cytochrome P-450 distribution and function with monoclonal antibodies and cDNA expression,"Gelboin HV, Park SS, Aoyama T, Fujino T, Crespi CL, Gonzalez FJ.",Princess Takamatsu Symp. 1990;21:3-16.,Gelboin HV,Princess Takamatsu Symp,1990,1990/1/1,,,
2512857,"Study of the redox properties of naphthazarin (5,8-dihydroxy-1,4-naphthoquinone) and its glutathionyl conjugate in biological reactions: one- and two-electron enzymatic reduction","Ollinger K, Llopis J, Cadenas E.",Arch Biochem Biophys. 1989 Dec;275(2):514-30. doi: 10.1016/0003-9861(89)90398-6.,Ollinger K,Arch Biochem Biophys,1989,1989/12/1,,,10.1016/0003-9861(89)90398-6
2804899,Cytochrome P450 activity and distribution in the human colon mucosa,"Stralka DJ, Strobel HW.",Cancer. 1989 Nov 15;64(10):2111-6. doi: 10.1002/1097-0142(19891115)64:10<2111::aid-cncr2820641023>3.0.co;2-s.,Stralka DJ,Cancer,1989,1989/11/15,,,10.1002/1097-0142(19891115)64:10<2111::aid-cncr2820641023>3.0.co;2-s
2605238,Theory for the observed isotope effects from enzymatic systems that form multiple products via branched reaction pathways: cytochrome P-450,"Korzekwa KR, Trager WF, Gillette JR.",Biochemistry. 1989 Nov 14;28(23):9012-8. doi: 10.1021/bi00449a009.,Korzekwa KR,Biochemistry,1989,1989/11/14,,,10.1021/bi00449a009
2504483,"Evidence for enzymatic activation and oxygen involvement in cytotoxicity and antitumor activity of N,N',N''-triethylenethiophosphoramide","Teicher BA, Waxman DJ, Holden SA, Wang YY, Clarke L, Alvarez Sotomayor E, Jones SM, Frei E 3rd.",Cancer Res. 1989 Sep 15;49(18):4996-5001.,Teicher BA,Cancer Res,1989,1989/9/15,,,
2614640,"Mechanism of biological formation of cannabielsoin from cannabidiol in the guinea-pig, mouse, rat and rabbit","Yamamoto I, Gohda H, Narimatsu S, Yoshimura H.",J Pharmacobiodyn. 1989 Aug;12(8):488-94. doi: 10.1248/bpb1978.12.488.,Yamamoto I,J Pharmacobiodyn,1989,1989/8/1,,,10.1248/bpb1978.12.488
2755130,Alternate hydroxylating activities in newborn rat adrenal cells in primary culture,"Bournot P, Ramirez LC.",J Steroid Biochem. 1989 Jun;32(6):851-6. doi: 10.1016/0022-4731(89)90463-9.,Bournot P,J Steroid Biochem,1989,1989/6/1,,,10.1016/0022-4731(89)90463-9
2670356,Cytochromes P-450 in steroidogenesis: are these enzymes more specific than those of drug metabolism?,Hall PF.,Clin Exp Pharmacol Physiol. 1989 Jun;16(6):485-9. doi: 10.1111/j.1440-1681.1989.tb01592.x.,Hall PF,Clin Exp Pharmacol Physiol,1989,1989/6/1,,,10.1111/j.1440-1681.1989.tb01592.x
2792357,[Enzymatic synthesis and immunochemical characterization of conjugated morphine-protein antigens],"Kovalev IE, Tomilin VA.",Farmakol Toksikol. 1989 May-Jun;52(3):62-6.,Kovalev IE,Farmakol Toksikol,1989,1989/5/1,,,
2505090,Indium selectively increases the cytochrome P-450 dependent O-dealkylation of coumarin derivatives in male mice,"Mangoura SA, Strack A, Legrum W, Netter KJ.",Naunyn Schmiedebergs Arch Pharmacol. 1989 May;339(5):596-602. doi: 10.1007/BF00167267.,Mangoura SA,Naunyn Schmiedebergs Arch Pharmacol,1989,1989/5/1,,,10.1007/BF00167267
2918465,Stereoselectivity of styrene oxidation in microsomes and in purified cytochrome P-450 enzymes from rat liver,"Foureman GL, Harris C, Guengerich FP, Bend JR.",J Pharmacol Exp Ther. 1989 Feb;248(2):492-7.,Foureman GL,J Pharmacol Exp Ther,1989,1989/2/1,,,
2908840,Cytotoxicity and DNA damage caused by the azoxy metabolites of procarbazine in L1210 tumor cells,"Erikson JM, Tweedie DJ, Ducore JM, Prough RA.",Cancer Res. 1989 Jan 1;49(1):127-33.,Erikson JM,Cancer Res,1989,1989/1/1,,,
2598298,Reduction of hexavalent chromium in a reconstituted system of cytochrome P-450 and cytochrome b5,"Mikalsen A, Alexander J, Andersen RA, Daae HL.",Chem Biol Interact. 1989;71(2-3):213-21. doi: 10.1016/0009-2797(89)90036-7.,Mikalsen A,Chem Biol Interact,1989,1989/1/1,,,10.1016/0009-2797(89)90036-7
3198593,The catalytic site of rat hepatic lauric acid omega-hydroxylase. Protein versus prosthetic heme alkylation in the omega-hydroxylation of acetylenic fatty acids,"CaJacob CA, Chan WK, Shephard E, Ortiz de Montellano PR.",J Biol Chem. 1988 Dec 15;263(35):18640-9.,CaJacob CA,J Biol Chem,1988,1988/12/15,,,
3199825,"Characterization of three hydroxylases involved in the final steps of biosynthesis of the steroid hormone ecdysone in Locusta migratoria (Insecta, Orthoptera)","Kappler C, Kabbouh M, Hetru C, Durst F, Hoffmann JA.",J Steroid Biochem. 1988 Dec;31(6):891-8. doi: 10.1016/0022-4731(88)90330-5.,Kappler C,J Steroid Biochem,1988,1988/12/1,,,10.1016/0022-4731(88)90330-5
3072426,Protein engineering in studies on metabolism of toxic substances,Imai Y.,J Toxicol Sci. 1988 Nov;13(4):290-5. doi: 10.2131/jts.13.290.,Imai Y,J Toxicol Sci,1988,1988/11/1,,,10.2131/jts.13.290
2847784,Activation and irreversible binding of regiospecifically labeled catechol estrogen by rat liver microsomes: evidence for differential cytochrome P-450 catalyzed oxidations,"Jellinck PH, Fishman J.",Biochemistry. 1988 Aug 9;27(16):6111-6. doi: 10.1021/bi00416a042.,Jellinck PH,Biochemistry,1988,1988/8/9,,,10.1021/bi00416a042
3412325,Metabolites and DNA adduct formation from flavoenzyme-activated porfiromycin,"Pan SS, Iracki T.",Mol Pharmacol. 1988 Aug;34(2):223-8.,Pan SS,Mol Pharmacol,1988,1988/8/1,,,
3142156,On the sulphoxidation of cimetidine and etintidine by rat and human liver microsomes,"Schulz M, Schmoldt A.",Xenobiotica. 1988 Aug;18(8):983-9. doi: 10.3109/00498258809167522.,Schulz M,Xenobiotica,1988,1988/8/1,,,10.3109/00498258809167522
3137698,"Characterization and identification of an indirect cytochrome P-450-initiated denitrosation of 2,6-dichloro-4-nitroaniline in rat hepatic microsomes","Myers LA, Witmer CM, Gallo MA.",Toxicol Appl Pharmacol. 1988 Aug;95(1):139-52.,Myers LA,Toxicol Appl Pharmacol,1988,1988/8/1,,,
3195137,[Oxygenase reactions in rat liver microsomes during antioxidant deficiency],"Gubskiĭ IuI, Zadorina OV, Paramonova GI, Sudarikova LG, Pradiĭ TP.",Vopr Med Khim. 1988 Jul-Aug;34(4):81-5.,Gubskiĭ IuI,Vopr Med Khim,1988,1988/7/1,,,
18581557,Enzymatic function of alginate immobilized rat hepatocytes,"Tompkins RG, Carter EA, Carlson JD, Yarmush ML.",Biotechnol Bioeng. 1988 Jan;31(1):11-8. doi: 10.1002/bit.260310103.,Tompkins RG,Biotechnol Bioeng,1988,1988/1/1,,,10.1002/bit.260310103
3406037,Some enzymatic vagaries of a bovine adrenal microsomal cytochrome P-450 introduced and expressed in transformed monkey kidney cells,"Estabrook RW, Mason JI, Martin-Wixtrom C, Zuber M, Waterman MR.",Prog Clin Biol Res. 1988;274:525-40.,Estabrook RW,Prog Clin Biol Res,1988,1988/1/1,,,
3132330,"The oxidation of tetrachloro-1,4-hydroquinone by microsomes and purified cytochrome P-450b. Implications for covalent binding to protein and involvement of reactive oxygen species","van Ommen B, Voncken JW, Müller F, van Bladeren PJ.",Chem Biol Interact. 1988;65(3):247-59. doi: 10.1016/0009-2797(88)90110-x.,van Ommen B,Chem Biol Interact,1988,1988/1/1,,,10.1016/0009-2797(88)90110-x
